headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
156,598,213,132,100024.24306619263,0.1
156,553,182,132,100021.50353807592,0.1
158,595,202,139,100009.41866175242,0.1
160,590,206,135,100013.73332455126,0.1
151,574,198,130,99994.72580543032,0.1
151,563,197,135,100007.7453452353,0.1
152,594,207,124,99987.62835299068,0.1
148,563,196,135,99994.38123653732,0.1
153,580,192,124,100003.20971083269,0.1
149,577,201,131,100021.6793707005,0.1
153,590,209,136,100007.47963329338,0.1
152,563,192,129,100002.73827090666,0.1
155,559,194,135,99998.29916437314,0.1
169,587,198,132,99986.77557028658,0.1
148,554,192,123,100006.02863002288,0.1
153,591,202,122,99996.50906303416,0.1
153,598,202,139,100002.3904470563,0.1
151,548,185,129,99991.10669086024,0.1
158,572,198,133,100001.21254953704,0.1
153,549,187,137,99984.6297113306,0.1
160,604,208,137,100005.03906219188,0.1
147,566,204,134,100013.19725911973,0.1
157,577,199,146,100009.1395081488,0.1
147,544,188,119,100021.1382375912,0.1
149,579,202,131,100003.2455351593,0.1
158,615,216,123,100005.05363441512,0.1
147,572,204,124,100005.14864837856,0.1
157,614,217,135,99991.20270198389,0.1
150,605,211,137,100021.53233469265,0.1
154,584,202,139,100009.88578084408,0.1
158,577,197,132,99997.57173578526,0.1
144,535,186,124,99990.97168257496,0.1
157,581,202,124,100005.81509283242,0.1
150,557,200,126,100008.57547553592,0.1
151,568,193,136,100001.3788486791,0.1
160,601,209,128,100001.86074517111,0.1
146,548,192,126,99998.11883166568,0.1
159,604,207,138,99999.97252604272,0.1
152,587,207,133,100013.35141327718,0.1
153,594,213,133,100014.00617885804,0.1
165,575,195,135,99984.99823116504,0.1
154,557,192,122,100001.38878874536,0.1
151,568,200,130,99987.9589865033,0.1
162,583,201,130,99986.643045483,0.1
163,580,200,138,100005.8595278652,0.1
155,572,203,124,99991.58430662024,0.1
161,597,198,134,99968.46642549807,0.1
143,560,196,127,100006.45152653128,0.1
160,592,205,133,100012.8214183009,0.1
152,569,200,130,100020.3877713958,0.1
151,560,192,125,99996.03706708158,0.1
159,575,196,116,100014.45445308014,0.1
154,590,205,136,99973.78988364192,0.1
147,581,202,138,99989.56600393096,0.1
159,578,200,129,100005.18969371408,0.1
155,573,196,138,100004.71534268088,0.1
150,579,203,125,100013.20417912732,0.1
155,566,194,135,100009.56689489631,0.1
147,548,189,127,99999.18429980348,0.1
152,567,195,125,100015.29247863402,0.1
163,623,213,138,100006.86482640132,0.1
160,607,213,136,100017.17088733056,0.1
157,583,200,125,99991.95723007276,0.1
164,575,191,121,100003.0025367632,0.1
157,582,200,128,99995.704043261,0.1
162,575,196,134,100008.0591330734,0.1
158,570,190,131,99997.80447832904,0.1
152,572,196,129,99997.4814780275,0.1
160,574,201,128,99986.73510352224,0.1
152,553,186,130,100003.08204133836,0.1
146,563,199,133,100011.15489374095,0.1
155,557,195,131,100010.0819561091,0.1
154,573,200,127,99969.83968014792,0.1
148,558,206,123,99983.8035430618,0.1
157,567,193,128,100020.05140525546,0.1
162,581,202,129,99998.12373650887,0.1
160,574,196,134,99998.51058770856,0.1
153,577,200,125,100011.6533544114,0.1
157,570,193,133,100001.96645294968,0.1
160,595,204,121,99993.6740985761,0.1
157,590,204,134,99997.90153051472,0.1
144,564,200,135,100018.97160687386,0.1
153,567,196,137,99986.18608846878,0.1
155,577,198,128,100013.01224837729,0.1
154,577,194,141,99996.87607884809,0.1
158,606,212,141,99997.2877128488,0.1
144,590,210,146,100018.62913089774,0.1
170,617,210,127,99993.5712640508,0.1
150,566,192,130,100008.3505836536,0.1
161,613,216,130,99996.36946549204,0.1
156,576,200,135,99985.67932973852,0.1
146,588,210,124,99998.33980130304,0.1
154,580,203,126,100011.68926374328,0.1
152,600,212,138,99998.14107822378,0.1
157,572,191,126,100005.4942182698,0.1
156,588,202,133,100001.8855331528,0.1
156,607,210,133,100000.46831357996,0.1
150,550,185,132,99995.82502177266,0.1
163,573,188,131,100001.31782300516,0.1
156,581,202,127,99979.67106548,0.1
154,572,193,125,99995.51678344376,0.1
155,582,198,123,99981.96056374683,0.1
150,571,199,127,100002.6969884681,0.1
150,567,195,118,100003.54660486396,0.1
172,589,191,127,99992.03934750504,0.1
156,574,196,124,100008.01307608458,0.1
148,583,207,133,100003.95830551136,0.1
155,584,204,126,100002.93572087248,0.1
155,593,202,127,99996.38596139466,0.1
156,615,216,134,100004.72793003684,0.1
151,560,192,120,100010.54207035636,0.1
154,590,208,131,99993.3955680924,0.1
157,603,201,128,99991.8315557414,0.1
154,565,196,126,100011.89010757058,0.1
160,590,204,132,99976.81571522311,0.1
158,584,205,136,99973.82709905611,0.1
160,610,208,135,99981.85272912432,0.1
149,563,197,130,100001.81741029827,0.1
154,585,201,142,100001.5237420732,0.1
149,576,203,130,100004.9650503836,0.1
165,588,200,138,100000.75977290425,0.1
148,574,200,142,100015.37379807731,0.1
145,560,192,135,100015.75783445862,0.1
152,582,203,137,100011.59010638864,0.1
153,586,204,133,99988.44199728512,0.1
148,574,202,126,100003.6357788599,0.1
147,574,202,137,99991.337973193,0.1
156,559,192,133,99994.99289634406,0.1
156,584,204,134,99989.76637798511,0.1
152,558,194,132,100000.10712426627,0.1
148,571,200,122,100005.44124083588,0.1
154,554,189,129,100000.7869204984,0.1
146,554,188,135,99988.06631309637,0.1
152,564,194,131,99984.73964812016,0.1
154,574,203,130,99992.37915194756,0.1
157,588,200,137,99992.22361642624,0.1
141,554,193,133,100007.84273167107,0.1
156,585,210,142,99996.80719141252,0.1
140,565,201,124,99998.11333661094,0.1
152,570,196,123,99998.43064933016,0.1
158,588,201,129,100010.96848147856,0.1
153,580,197,125,100016.3611512216,0.1
151,556,194,128,100004.27058537176,0.1
143,576,207,117,99997.51694166812,0.1
166,596,204,133,100014.02501526286,0.1
161,577,197,134,100004.38241393016,0.1
154,584,207,138,99995.78903114934,0.1
158,578,202,138,100010.10573711296,0.1
158,613,215,130,100002.07229946012,0.1
154,588,210,135,99985.65969271048,0.1
152,591,208,124,100006.2690630597,0.1
155,584,205,128,100002.99825201776,0.1
152,578,202,127,99981.43358577776,0.1
159,614,213,140,99978.48956844796,0.1
157,591,204,137,100001.3630100537,0.1
146,573,210,124,100006.8335625458,0.1
151,556,191,126,100006.08580050129,0.1
147,564,198,124,99986.39020226095,0.1
163,596,203,121,99996.52990050887,0.1
163,594,203,130,100006.66589919028,0.1
164,607,209,141,99984.64247791209,0.1
158,605,213,142,100000.8528298218,0.1
154,587,205,137,100002.13329269398,0.1
155,555,189,125,100009.23755969063,0.1
162,592,199,133,99975.46108069668,0.1
151,592,210,134,100001.44987327002,0.1
160,614,217,147,100020.1812185234,0.1
153,569,197,129,99993.78792661209,0.1
149,562,196,137,99996.83760672368,0.1
144,550,194,127,100009.53992230218,0.1
148,586,203,127,99992.36857398917,0.1
154,577,203,136,100011.56954884598,0.1
148,570,203,140,100005.40533161243,0.1
154,574,194,123,99984.25926574868,0.1
156,586,202,127,100001.0059341768,0.1
157,588,205,115,99985.41018041014,0.1
158,584,194,142,100009.52547818433,0.1
154,588,206,133,99983.19325527229,0.1
156,568,191,132,99981.8824628528,0.1
157,586,202,135,99988.62695588726,0.1
144,589,211,134,99991.96927333846,0.1
152,581,196,126,100013.1494078752,0.1
153,572,203,128,99999.81742464828,0.1
154,581,200,129,100002.9100454237,0.1
147,582,205,145,100010.74899748544,0.1
156,554,191,127,99993.02190099872,0.1
156,543,185,124,99994.2167428298,0.1
150,568,201,128,99991.5254746215,0.1
155,568,192,134,100007.84904647389,0.1
154,555,192,124,100016.3327620958,0.1
157,572,194,122,100002.58742494312,0.1
156,571,193,126,99993.76720006288,0.1
156,596,204,126,99994.79638972864,0.1
151,584,200,140,99988.87685709792,0.1
156,594,211,132,100007.31145369558,0.1
154,580,202,138,99989.37071237629,0.1
158,582,203,130,99997.45366934534,0.1
165,600,201,130,99988.310386552,0.1
151,573,193,145,99981.0053690038,0.1
157,566,190,123,99974.60044596696,0.1
153,570,188,128,99991.1003848968,0.1
153,577,201,128,100002.18078497786,0.1
154,566,196,118,99996.82184433684,0.1
157,587,204,138,99997.76425112544,0.1
156,594,207,130,99989.28620119613,0.1
151,567,205,128,99990.6831843784,0.1
148,555,197,130,99989.32297657106,0.1
151,572,199,129,100002.1123366116,0.1
150,562,197,131,100020.47654837144,0.1
140,545,191,120,99998.63627490244,0.1
153,560,193,117,99986.30719594788,0.1
148,562,191,122,100012.72623331296,0.1
154,561,192,127,99990.0143358521,0.1
164,610,211,140,100005.57532641376,0.1
157,585,201,144,99995.5734459033,0.1
147,562,192,126,100000.81083205798,0.1
153,599,212,139,100034.32663431796,0.1
155,584,207,129,99992.5247373142,0.1
159,625,219,139,99994.13319560302,0.1
160,587,198,141,100003.75235451105,0.1
156,576,199,123,99999.78053236168,0.1
148,572,200,128,99995.93929098804,0.1
164,586,199,130,99993.11592456832,0.1
145,543,187,110,100005.904938662,0.1
156,574,196,130,100010.77376567626,0.1
154,590,198,117,99990.47915928352,0.1
153,541,193,121,99988.63566898684,0.1
166,600,206,139,100018.29906238048,0.1
152,567,199,127,99985.74843827735,0.1
157,590,203,140,100007.15333449104,0.1
146,567,204,119,100004.3912737322,0.1
153,590,211,128,99988.97030451076,0.1
159,585,197,130,100007.59493592996,0.1
154,587,206,120,99988.96783653728,0.1
150,561,201,121,99989.10448901536,0.1
150,572,201,128,99986.10449761528,0.1
155,564,192,126,100008.34283205253,0.1
150,550,194,122,99995.50654152448,0.1
154,584,206,121,100010.8525132037,0.1
154,531,178,123,99991.89859969357,0.1
156,577,204,135,100006.14662586123,0.1
155,564,192,133,100014.07410594658,0.1
138,555,201,121,99999.13986486908,0.1
156,576,198,126,99988.7454725375,0.1
144,560,194,126,99996.57429057689,0.1
156,588,206,126,100012.5673747088,0.1
158,579,204,127,100007.39093836244,0.1
153,563,199,128,99996.14011906472,0.1
151,550,188,129,99982.55627625446,0.1
167,584,192,129,100007.15536785056,0.1
150,563,196,129,100016.3090625408,0.1
158,591,206,127,100016.48594077052,0.1
151,567,196,130,100004.32790199637,0.1
151,587,208,126,99998.089708286,0.1
155,578,200,120,99992.1387872976,0.1
164,602,207,126,99994.27398182687,0.1
163,584,199,129,99983.50249695986,0.1
150,573,201,123,100021.34551558911,0.1
153,564,195,122,99999.73035610716,0.1
161,598,207,127,100023.84405138469,0.1
156,583,203,130,99999.25502584629,0.1
150,565,197,122,99983.8168206839,0.1
148,547,186,119,100018.61565102276,0.1
158,592,205,135,99991.40172976132,0.1
158,577,191,118,99995.62091788984,0.1
145,549,190,116,100016.48551089996,0.1
153,576,200,128,100014.58773210768,0.1
158,582,204,129,99979.73793584168,0.1
166,598,202,134,100000.01054769942,0.1
153,594,209,139,99989.104649949,0.1
147,567,195,116,100005.39138222073,0.1
159,589,202,128,100018.12177091595,0.1
149,600,216,134,99994.82510177538,0.1
163,563,185,119,100014.93222800654,0.1
155,582,197,130,99990.7135572462,0.1
152,583,205,127,100021.72270515822,0.1
154,570,194,124,99991.7434610907,0.1
164,613,206,140,99995.36662032164,0.1
161,563,191,124,100002.96957367758,0.1
162,604,207,138,99985.99405553332,0.1
158,587,205,125,100015.49608853212,0.1
157,568,196,117,99989.29983095871,0.1
161,597,203,127,100006.1395156408,0.1
149,563,195,125,99987.10869960525,0.1
154,574,201,128,100001.09782946113,0.1
152,578,202,124,99999.89473824578,0.1
150,575,200,121,99996.11759093012,0.1
160,620,213,137,100004.89219193756,0.1
160,589,203,134,99988.83167742765,0.1
164,588,201,137,100015.21865766669,0.1
153,577,191,134,100002.02447356914,0.1
160,574,194,130,99972.08555962078,0.1
157,598,210,134,100020.05561575889,0.1
161,594,202,140,100004.52713622236,0.1
160,603,211,137,100015.53565221562,0.1
155,599,210,134,99998.23063442776,0.1
176,585,194,133,99977.37384673656,0.1
152,562,193,116,99995.80282130088,0.1
156,590,204,131,99987.7393003876,0.1
154,564,193,132,99999.61517537716,0.1
141,575,202,132,99995.17273137634,0.1
159,563,193,135,100002.0901228007,0.1
164,575,195,125,99982.3559191937,0.1
152,573,202,127,100000.53782404428,0.1
150,578,204,133,99995.40418166827,0.1
159,604,206,129,100006.33508870778,0.1
156,576,199,133,99983.0769745115,0.1
146,527,187,125,99995.74929024244,0.1
148,573,206,125,100016.58399339808,0.1
154,568,196,140,99988.18937102264,0.1
148,558,197,127,100007.3805368536,0.1
165,613,207,146,100013.30506115194,0.1
157,577,194,124,99999.89910231644,0.1
150,581,210,134,100009.8851064222,0.1
156,566,197,138,100010.41439634375,0.1
153,570,200,134,100015.69755509912,0.1
154,576,197,133,99996.32167798634,0.1
171,625,214,136,99998.87700916611,0.1
153,597,210,127,100008.0412285102,0.1
161,567,191,125,99992.54355950328,0.1
150,563,194,127,100000.48050706666,0.1
154,560,194,133,99993.0142933795,0.1
180,600,193,145,99976.70958877572,0.1
166,591,200,127,100003.34915143768,0.1
154,594,207,118,100017.02430046909,0.1
158,586,198,136,99996.2793531899,0.1
149,582,207,129,100000.84297390912,0.1
152,578,207,121,99995.46895048622,0.1
159,587,199,133,99992.59036657392,0.1
157,583,198,130,100001.36104463883,0.1
157,564,196,112,100010.72931097996,0.1
155,601,210,125,100022.15843335848,0.1
153,582,205,132,100008.26476557068,0.1
153,574,204,135,99990.38636197438,0.1
147,547,183,127,99985.72984371288,0.1
156,570,195,128,100013.06830585768,0.1
149,582,197,124,100003.1671499154,0.1
157,586,202,137,99993.89536756558,0.1
152,575,198,127,99989.43827863592,0.1
151,566,200,117,99991.92277633306,0.1
154,598,205,140,100012.334249093,0.1
151,574,200,121,99999.77640627977,0.1
154,595,211,130,99985.99530022877,0.1
156,603,212,136,100008.72578989732,0.1
154,565,197,130,100003.10102596132,0.1
147,550,194,123,99997.08867829206,0.1
170,584,193,140,100006.07715248472,0.1
150,562,200,124,99991.72316042728,0.1
158,593,204,137,100009.6390459744,0.1
158,599,211,132,99985.75139098344,0.1
158,584,200,120,99990.9655727364,0.1
150,578,208,134,99986.23116958994,0.1
156,578,197,134,99995.83440940126,0.1
155,579,200,128,99992.42548966595,0.1
152,590,210,131,99996.37354081232,0.1
159,597,199,138,100000.04767831776,0.1
152,562,194,133,100005.54252539908,0.1
160,575,200,125,100001.46532072766,0.1
144,574,204,138,100002.51859703254,0.1
158,592,205,126,100016.04323943116,0.1
153,588,202,123,99997.33509439096,0.1
154,557,194,120,99985.41664060636,0.1
156,593,205,135,100009.5138181248,0.1
152,574,202,140,100018.3586954554,0.1
158,578,201,120,100001.8728869414,0.1
156,578,202,135,100008.39534222786,0.1
153,568,193,139,99993.44383312852,0.1
153,598,211,137,100001.8567535376,0.1
154,580,199,125,100006.37025318795,0.1
154,582,204,132,100003.78575576797,0.1
159,597,210,144,99994.60302347186,0.1
146,584,204,140,100016.3062979214,0.1
153,577,197,125,100001.72816084104,0.1
165,558,178,130,100009.3019820554,0.1
152,569,192,130,100004.05778986627,0.1
154,577,202,131,100008.73674222668,0.1
154,597,216,146,100009.33253296584,0.1
155,583,202,131,99997.838448506,0.1
149,593,206,132,100008.33678812862,0.1
155,565,194,120,100021.6045572686,0.1
156,582,198,140,100019.98992013898,0.1
153,573,204,133,100007.64041420048,0.1
157,591,205,128,100016.87255223157,0.1
158,590,206,140,99986.92028656336,0.1
150,555,192,125,100014.72396306728,0.1
154,573,198,129,100000.74876097888,0.1
156,584,201,135,99982.1306459622,0.1
152,579,203,137,100001.65210586529,0.1
160,583,196,135,100009.7629629808,0.1
160,586,199,126,99993.03972328705,0.1
157,586,202,135,100019.37131580625,0.1
157,579,202,140,100013.49227678262,0.1
154,548,190,129,99987.24886135328,0.1
157,577,202,125,100010.09090262672,0.1
154,568,197,130,100001.11972687495,0.1
158,593,203,141,99994.48319756189,0.1
154,581,202,125,99996.83368357416,0.1
152,563,197,129,99995.55004997284,0.1
151,557,188,132,99987.83728977418,0.1
150,562,196,123,99995.51676893278,0.1
154,589,202,138,100006.92688911637,0.1
153,562,183,129,100014.25942027498,0.1
158,586,202,127,100014.58338336751,0.1
160,590,206,131,99994.26639270745,0.1
141,545,189,114,99998.8275232287,0.1
154,592,202,125,99991.40628683082,0.1
153,582,202,131,100010.30002488568,0.1
146,548,187,126,99983.51847081391,0.1
152,569,196,140,99986.36723442956,0.1
159,580,204,131,99993.64153301416,0.1
153,548,188,118,100002.51473444472,0.1
158,568,194,124,99996.78852019946,0.1
158,546,187,132,100000.3306390573,0.1
147,550,193,128,100000.47534622165,0.1
152,582,205,140,100002.33279727056,0.1
167,596,202,146,99989.655370188,0.1
153,578,203,139,99996.6064022942,0.1
157,588,206,126,100005.77612335772,0.1
147,596,211,135,100002.80229155716,0.1
150,587,198,140,100010.93306633017,0.1
163,606,204,135,99992.53775724588,0.1
150,553,190,126,100009.0626141342,0.1
149,558,200,133,100014.66624740273,0.1
148,555,188,137,99998.5740970817,0.1
146,537,183,117,100002.65930144368,0.1
157,597,198,133,100002.251894343,0.1
152,568,200,129,100005.3567058937,0.1
158,565,190,131,100003.879211149,0.1
161,573,189,131,100014.69487707806,0.1
161,577,192,134,100005.13364935612,0.1
148,571,202,130,100008.64501703523,0.1
156,613,220,139,100003.315267305,0.1
147,577,199,133,99989.5822971798,0.1
151,568,197,124,100004.33360352104,0.1
157,574,193,145,99997.70043977354,0.1
158,582,194,139,99993.64912580852,0.1
145,568,202,139,99991.05629356192,0.1
154,588,206,132,99999.29602919426,0.1
155,567,194,128,99993.92535898068,0.1
146,566,198,127,100020.39672265708,0.1
160,598,208,134,100015.96771898022,0.1
151,573,203,130,99997.33069704352,0.1
163,570,190,130,100007.09157171872,0.1
160,594,211,144,100011.56962497058,0.1
153,580,200,134,99998.27160628104,0.1
162,587,202,140,100018.48233367968,0.1
157,575,194,139,100009.2211036814,0.1
151,558,194,121,99998.9829088624,0.1
157,574,197,131,99982.00700870447,0.1
150,570,198,131,99990.34044791768,0.1
147,561,196,129,100003.1869254278,0.1
156,575,198,129,99995.6173605098,0.1
161,587,201,142,99999.79246738402,0.1
154,566,191,122,99992.12686458032,0.1
154,583,208,138,100002.4692273114,0.1
147,550,196,131,99995.41697961996,0.1
154,600,211,135,99984.47294125229,0.1
165,573,193,133,99996.58356748702,0.1
149,556,190,131,99994.27974112787,0.1
154,595,208,137,99984.48342360808,0.1
151,568,199,125,100014.23177186324,0.1
162,581,198,126,99999.23949033846,0.1
153,581,202,132,99996.73133921284,0.1
168,590,203,134,100007.50374811492,0.1
154,574,204,133,99999.1740476104,0.1
168,571,183,141,100007.67293626488,0.1
158,577,198,142,99985.1934538072,0.1
154,555,192,129,99989.63344132436,0.1
143,548,196,126,100005.45227590985,0.1
162,584,200,144,100014.91897360896,0.1
155,586,208,140,100000.30011526172,0.1
146,560,195,128,100002.16434264347,0.1
151,563,197,135,99991.76556095808,0.1
159,571,194,130,99999.70064123164,0.1
144,545,194,126,99992.9106328636,0.1
157,572,194,127,99998.39761884212,0.1
153,567,196,131,100007.22280123636,0.1
146,550,193,131,99980.01236055826,0.1
160,613,212,136,100002.13025726395,0.1
151,576,198,139,99991.95458414649,0.1
150,566,198,124,99993.5341778462,0.1
151,555,191,122,100011.38172769282,0.1
152,582,202,135,100002.9543966466,0.1
160,602,206,138,100009.33629628208,0.1
158,615,213,130,99982.36225284247,0.1
157,590,207,133,99995.89783180728,0.1
163,583,196,133,99995.46332875275,0.1
163,588,204,137,99994.1057032875,0.1
144,564,200,133,100004.4023450438,0.1
158,585,197,127,100008.95921481172,0.1
155,580,201,131,99988.9322113012,0.1
157,583,200,120,99990.3733743562,0.1
161,597,203,130,99987.48042567592,0.1
153,571,196,126,100011.47606674608,0.1
152,558,187,127,99994.85265077931,0.1
149,566,197,130,99998.986192188,0.1
155,587,203,140,99996.6778932059,0.1
155,595,210,135,99990.363434151,0.1
156,593,212,135,100003.7326097365,0.1
148,553,193,128,100003.83026869757,0.1
163,582,198,134,100009.4132558455,0.1
157,588,203,128,99997.74579917642,0.1
157,562,194,135,99997.02912578775,0.1
157,576,196,129,99994.14478253222,0.1
154,580,202,136,100014.88141566773,0.1
151,564,196,131,100010.07566985398,0.1
155,597,207,128,99999.59614792115,0.1
163,597,210,125,100006.4897360602,0.1
153,583,206,127,99994.14156252626,0.1
161,585,203,121,100020.54474761985,0.1
162,614,214,133,99994.08433749732,0.1
155,583,211,134,99996.2031104455,0.1
157,583,206,133,99996.28968482104,0.1
150,554,188,135,100017.01234965344,0.1
153,563,196,123,100001.47602435989,0.1
154,565,196,124,100010.84418563433,0.1
159,584,206,131,99998.8990304168,0.1
149,553,188,127,99987.87025028824,0.1
153,578,199,129,100007.75480173872,0.1
154,576,206,137,99993.7354345367,0.1
154,573,201,132,99986.81477488596,0.1
152,587,206,129,99995.8392445584,0.1
155,575,203,125,100006.31657100991,0.1
155,556,189,135,100017.64285058812,0.1
155,576,202,135,99986.12522065506,0.1
157,584,206,134,99978.00942009033,0.1
152,557,195,123,100009.30156997392,0.1
151,578,207,124,100003.0005125895,0.1
159,577,194,134,99994.36527089428,0.1
152,600,218,140,100004.18361916632,0.1
158,593,212,136,100007.2944307378,0.1
152,570,205,126,100019.12068746536,0.1
157,557,189,135,99998.69658067718,0.1
153,554,190,126,100012.7980017163,0.1
154,585,207,135,99995.48244058403,0.1
154,565,197,124,99994.90331259386,0.1
162,588,200,135,100004.23773430196,0.1
161,608,213,141,99988.85032495804,0.1
160,591,205,134,99986.98040973984,0.1
146,593,215,128,100009.6319309714,0.1
154,579,199,132,99980.36924932052,0.1
154,564,196,133,100001.13348255173,0.1
146,588,211,133,99996.75257735958,0.1
144,549,194,129,99996.26979807684,0.1
156,581,198,133,99986.67694706484,0.1
149,523,177,123,99979.64097564992,0.1
150,546,192,126,99993.3909152394,0.1
157,570,201,123,99988.3478199797,0.1
162,564,193,115,99995.74580975196,0.1
158,574,196,135,100000.88036096124,0.1
154,575,205,142,99992.58239768498,0.1
150,547,191,126,99989.2747469801,0.1
154,557,194,130,100002.90041364355,0.1
148,570,203,134,99992.3816530942,0.1
153,563,196,128,99990.40468177103,0.1
168,604,200,140,99997.0084672914,0.1
154,581,201,134,100002.8549143616,0.1
161,571,201,136,100021.0874843,0.1
157,600,201,134,100016.13561551092,0.1
168,588,196,137,99987.36619058934,0.1
155,569,191,133,99986.7575078282,0.1
154,576,203,132,100000.64717372188,0.1
150,567,198,130,100005.56998940172,0.1
150,575,197,125,99998.68294437426,0.1
151,551,186,117,100021.72332796257,0.1
146,539,186,122,100011.7707022022,0.1
147,579,208,122,100016.4005736765,0.1
144,547,188,125,99995.82129382218,0.1
156,576,198,128,99991.03120413584,0.1
161,577,204,136,99989.29711708405,0.1
161,595,205,122,99998.86218435688,0.1
170,578,190,133,99987.41650082717,0.1
153,561,196,129,99993.66207946304,0.1
154,590,202,125,99995.69230260608,0.1
153,556,195,127,100009.442847292,0.1
155,561,192,140,99995.2712444097,0.1
149,562,195,120,99985.92935889502,0.1
149,557,196,121,99995.52526727272,0.1
154,564,193,127,100001.88582912376,0.1
152,561,197,118,100005.60918058411,0.1
162,583,194,127,99990.78340945486,0.1
160,583,204,133,100006.47375115853,0.1
155,555,187,129,100013.8682559394,0.1
154,573,204,126,100004.89516618142,0.1
166,608,214,136,100002.38795857524,0.1
157,571,202,122,99995.51888193906,0.1
153,547,190,137,99993.89204997152,0.1
156,569,198,127,99979.70054930817,0.1
153,585,204,135,100006.0794658609,0.1
157,588,202,142,99996.4589111644,0.1
154,588,202,141,100001.5258149012,0.1
162,573,196,126,100005.0127484904,0.1
158,577,201,138,99992.13597229304,0.1
158,580,201,137,100010.16995685671,0.1
157,600,209,141,100001.13110581874,0.1
152,563,196,128,100014.96995247662,0.1
157,571,198,128,100001.68937667857,0.1
152,577,206,121,100003.1862469532,0.1
154,566,196,123,99997.26622861603,0.1
150,566,193,123,100014.76413992843,0.1
146,549,198,120,99978.96507218198,0.1
162,570,191,127,99994.6716803888,0.1
164,555,183,138,99996.94946006052,0.1
157,566,197,137,99984.69579264894,0.1
155,575,202,144,99992.0529734824,0.1
153,584,204,136,99978.27877289536,0.1
152,564,196,140,100001.90387237274,0.1
155,572,198,128,99985.94772455924,0.1
148,564,198,130,100003.6986047372,0.1
164,607,210,127,99997.3821830404,0.1
151,576,206,130,99991.67286487216,0.1
158,555,190,137,99984.46217390004,0.1
144,565,207,120,99993.17152155549,0.1
159,590,208,141,100003.10623820216,0.1
158,573,191,130,99998.74552806134,0.1
158,547,181,127,100006.66243799284,0.1
147,560,198,121,99992.11669731478,0.1
146,569,206,137,100016.05993521566,0.1
147,555,198,135,99997.62046583636,0.1
152,577,205,127,99991.54804570937,0.1
153,566,202,127,100013.10159231392,0.1
154,567,194,137,100013.57566477962,0.1
161,587,205,127,99999.09830682912,0.1
154,565,192,123,99995.15697883331,0.1
151,575,206,127,100009.10074638936,0.1
171,586,194,128,99991.05863031837,0.1
158,585,197,137,100009.35191541792,0.1
152,577,205,133,99986.1281948004,0.1
155,541,182,131,99999.16606727095,0.1
156,556,197,136,100000.11755507192,0.1
152,582,206,132,100012.0809946114,0.1
161,626,216,144,99981.7078036625,0.1
154,560,189,134,100002.34436721967,0.1
159,597,214,140,99998.79289533224,0.1
156,598,204,129,100000.02908287158,0.1
155,559,194,132,99991.15894454198,0.1
152,560,196,128,99986.9810516951,0.1
153,590,210,131,99995.36862938249,0.1
153,563,196,127,99997.5833621533,0.1
152,571,198,120,100014.75183478308,0.1
154,572,196,133,100001.11381643532,0.1
151,564,194,134,99999.95723745329,0.1
149,566,194,123,100006.98346292616,0.1
148,558,197,128,99983.88145359092,0.1
153,585,206,125,100007.22566447152,0.1
158,575,192,127,100009.15376141308,0.1
151,570,199,131,100009.07143867554,0.1
152,586,212,140,99996.6700593772,0.1
155,572,197,121,99987.6475000407,0.1
163,558,184,133,99990.15071494406,0.1
159,584,204,124,100002.47453868946,0.1
161,586,201,135,100005.36764845236,0.1
154,580,207,136,100012.76549775514,0.1
147,563,197,135,100015.21434045014,0.1
156,560,192,139,100008.7124828089,0.1
156,563,187,128,100000.33928798392,0.1
159,558,192,130,100002.6491995671,0.1
155,588,203,136,99997.64687630245,0.1
158,571,203,135,100010.54868452172,0.1
143,568,203,118,100005.94271549337,0.1
166,567,191,127,100002.1585967236,0.1
161,585,197,137,99987.4439946196,0.1
159,578,198,130,100010.46661384958,0.1
159,587,199,130,99984.73113634376,0.1
159,590,200,143,100012.3178218738,0.1
156,593,206,131,100009.84629503977,0.1
156,575,207,130,99984.12931179914,0.1
158,605,208,139,99999.51535663956,0.1
157,583,201,128,99987.58605740072,0.1
156,575,202,128,99998.55380680128,0.1
159,567,192,134,100005.5516997352,0.1
153,574,198,130,99998.63361900293,0.1
159,579,203,126,99986.3613197538,0.1
160,585,197,132,100002.60827277187,0.1
151,590,214,138,100002.59487706568,0.1
153,575,201,134,99999.7276518944,0.1
157,571,196,125,99989.54861025208,0.1
157,582,207,138,99996.50218337968,0.1
165,579,194,133,100002.68527168418,0.1
159,579,202,135,99998.44950178698,0.1
155,600,210,129,100021.12622119306,0.1
173,596,204,127,100002.56079437453,0.1
160,615,214,136,99997.93238665942,0.1
164,568,183,143,100004.82597951524,0.1
151,577,210,140,99988.94567646772,0.1
170,603,202,133,100004.20755199854,0.1
154,574,203,127,100016.16794227523,0.1
145,569,205,120,99991.16228681427,0.1
150,570,201,127,100002.98835019067,0.1
157,568,196,133,100007.67113096445,0.1
159,550,181,131,99983.06651291928,0.1
157,577,197,130,100016.3888893072,0.1
147,550,192,133,99989.55001810932,0.1
152,578,200,135,99996.64945942364,0.1
155,591,213,129,100003.80672177636,0.1
160,586,196,128,99997.6739711592,0.1
152,562,196,120,100008.02936667117,0.1
148,556,197,114,100001.50925416977,0.1
149,559,194,125,100005.69751291005,0.1
